blocks,axes
"[[-27.011015398713884, 990.9579540638763, -999.7451529180066, -2.4304617588853414, 0.37496890452179404, 0.007828377375475797], [-27.0133986940374, 991.0615950794303, -999.7465368547042, -2.4304703230730813, 0.37295375004049874, 0.007887754743487263]]","(1:1:12,)"
"[[-39.16332419314059, 992.8327985864853, -999.7060110311293, -2.4276966581598516, 0.319637366633641, 0.008432059711446206], [-39.1657503094028, 992.9263638296328, -999.7070980809868, -2.427684156411577, 0.31747802866663255, 0.008484780741986858]]","(1:1:12,)"
"[[-51.30180748393985, 994.4309854196536, -999.6638507325721, -2.4253787594108522, 0.26968539139643455, 0.009036786876978833], [-51.30417109146069, 994.513753972966, -999.6646741772769, -2.4253328042729523, 0.26622412700731096, 0.009082317422979911]]","(1:1:12,)"
"[[-63.428701280994105, 995.7794123766357, -999.6186667981872, -2.423428819402591, 0.2239561050686249, 0.0096416836661081], [-63.43083511282545, 995.8448746080026, -999.619262590162, -2.423363088322372, 0.21942487047257578, 0.009679926311887781]]","(1:1:12,)"
"[[-75.54584537800706, 996.8991929019788, -999.5704583798566, -2.421820142444556, 0.18253316270062153, 0.010246003530146914], [-75.54765055443731, 996.9419989603655, -999.5708629586026, -2.421745524517017, 0.1771230700866106, 0.010277233262841152]]","(1:1:12,)"
"[[-87.65494609022984, 997.8118587154819, -999.5192283622059, -2.420492269724027, 0.14601893142629546, 0.010849248212197803], [-87.65637817702239, 997.8276143107985, -999.5194767922884, -2.4204140572056425, 0.1393490624974284, 0.010873988275879664]]","(1:1:12,)"
"[[-99.75740743884998, 998.5419533726134, -999.4649821211449, -2.419440719884855, 0.11363060345188117, 0.01145109337363087], [-99.7584484630506, 998.5243596232856, -999.465106850909, -2.419371409922444, 0.10611621130361765, 0.011470028310264845]]","(1:1:12,)"
"[[-111.85461103827426, 999.1101063898728, -999.4077266542768, -2.418638477393472, 0.0853475405734412, 0.012051381305840447], [-111.85530551266282, 999.0549406798037, -999.4077567093577, -2.418587024361777, 0.07741493624844356, 0.012065273640287451]]","(1:1:12,)"
"[[-123.94780342524162, 999.53684409274, -999.3474697477476, -2.417998395203273, 0.06134338489159982, 0.0126501179211712], [-123.94824063447172, 999.442015361046, -999.3474303411563, -2.417971581407448, 0.05327331065437796, 0.01265972635076552]]","(1:1:12,)"
"[[-136.037795401258, 999.843561017198, -999.2842191581417, -2.417549704298807, 0.04104041733116674, 0.01324727999496887], [-136.03809854150896, 999.7083819143178, -999.2841317094025, -2.4175515811607124, 0.03351093731312563, 0.013253373958049727]]","(1:1:12,)"
"[[-148.12554392275203, 1000.0487631038538, -999.2179827581668, -2.417267907562481, 0.0242705842968549, 0.013842975062585658], [-148.12585644731251, 999.8759366008834, -999.2178648396122, -2.4172973867413217, 0.018044264945568426, 0.013846269358551908]]","(1:1:12,)"
